! CMT, M5090, 24507075, 25.3.3/3
! Date: 30-10-2025 15:02:42
! Stimulus(Hz);    S22(Real);         S22(Imag)
1,44524900000E+09;-5,71844168697E-01;-7,34142586952E-01
1,48774750000E+09;-7,39022549702E-01;+5,64446622840E-01
1,53024600000E+09;+5,43448445740E-01;+7,55590767127E-01
1,57274450000E+09;+7,81322705722E-01;-5,06859048328E-01
1,61524300000E+09;-4,75372940726E-01;-8,00382528442E-01
1,65774150000E+09;-7,95644362370E-01;+4,71692847348E-01
1,70024000000E+09;+4,64631930301E-01;+7,97203234659E-01
1,74273850000E+09;+8,31249153157E-01;-4,15020641372E-01
1,78523700000E+09;-3,70657843546E-01;-8,51887623857E-01
1,82773550000E+09;-8,33574547195E-01;+3,82987173383E-01
1,87023400000E+09;+3,83218445485E-01;+8,34678219108E-01
1,91273250000E+09;+8,71056404519E-01;-3,21264213430E-01
1,95523100000E+09;-2,74436264152E-01;-8,81651505427E-01
1,99772950000E+09;-8,65780954591E-01;+2,85992588158E-01
2,04022800000E+09;+2,82227845673E-01;+8,72621641745E-01
2,08272650000E+09;+8,94252070302E-01;-2,31017023491E-01
2,12522500000E+09;-1,88153225052E-01;-8,97282713240E-01
2,16772350000E+09;-8,92366170963E-01;+1,80733413332E-01
2,21022200000E+09;+1,77796794761E-01;+8,96807363310E-01
2,25272050000E+09;+9,03241853750E-01;-1,51360209950E-01
2,29521900000E+09;-1,02215537785E-01;-9,08254071873E-01
2,33771750000E+09;-9,09216775333E-01;+7,11820617050E-02
2,38021600000E+09;+8,10373661519E-02;+9,03647019807E-01
2,42271450000E+09;+9,06705748176E-01;-6,67683389995E-02
2,46521300000E+09;+1,76032860023E-04;-9,14633032625E-01
2,50771150000E+09;-9,08230233041E-01;-4,05836776860E-02
2,55021000000E+09;-1,48507170337E-02;+9,00010772195E-01
2,59270850000E+09;+9,06488220837E-01;+2,56517042524E-02
2,63520700000E+09;+1,01244329424E-01;-9,08330967133E-01
2,67770550000E+09;-8,93160520530E-01;-1,38120618320E-01
2,72020400000E+09;-1,15437522560E-01;+8,88898111323E-01
2,76270250000E+09;+8,96355462733E-01;+1,27125177078E-01
2,80520100000E+09;+1,86150325185E-01;-8,88761015783E-01
2,84769950000E+09;-8,71522131789E-01;-2,23473173909E-01
2,89019800000E+09;-2,23288036411E-01;+8,67946799839E-01
2,93269650000E+09;+8,71300934341E-01;+2,29540491816E-01
2,97519500000E+09;+2,68225056606E-01;-8,61525690796E-01
3,01769350000E+09;-8,41219684637E-01;-3,16556245677E-01
3,06019200000E+09;-3,27174646953E-01;+8,32781163588E-01
3,10269050000E+09;+8,36997046215E-01;+3,14069173727E-01
3,14518900000E+09;+3,41913854182E-01;-8,30745227547E-01
3,18768750000E+09;-8,03934603824E-01;-4,01420787728E-01
3,23018600000E+09;-4,20435171056E-01;+7,85256316163E-01
3,27268450000E+09;+7,92954412123E-01;+4,03817462933E-01
3,31518300000E+09;+4,27138186602E-01;-7,88298702919E-01
3,35768150000E+09;-7,54388743102E-01;-4,83470161066E-01
3,40018000000E+09;-5,03913483876E-01;+7,31661160989E-01
3,44267850000E+09;+7,38473414824E-01;+4,93522058019E-01
3,48517700000E+09;+5,11570344138E-01;-7,31361616607E-01
3,52767550000E+09;-6,96976214738E-01;-5,54646239451E-01
3,57017400000E+09;-5,78363961731E-01;+6,72127504922E-01
3,61267250000E+09;+6,74104790100E-01;+5,74952313795E-01
3,65517100000E+09;+5,81259389751E-01;-6,68908471874E-01
3,69766950000E+09;-6,37965657944E-01;-6,19031838466E-01
3,74016800000E+09;-6,49914880440E-01;+6,04170964812E-01
3,78266650000E+09;+5,98424369687E-01;+6,46152332588E-01
3,82516500000E+09;+6,45201061357E-01;-6,01158438686E-01
3,86766350000E+09;-5,72375363197E-01;-6,79374180017E-01
3,91016200000E+09;-7,11344156702E-01;+5,26243161344E-01
3,95266050000E+09;+5,13130443229E-01;+7,10566244977E-01
3,99515900000E+09;+7,09647369892E-01;-5,20767368071E-01
4,03765750000E+09;-4,98328857992E-01;-7,32773428928E-01
4,08015600000E+09;-7,54286896468E-01;+4,52783879678E-01
4,12265450000E+09;+4,33006868574E-01;+7,61456390510E-01
4,16515300000E+09;+7,66103030952E-01;-4,33324489007E-01
4,20765150000E+09;-4,10364766351E-01;-7,78510239712E-01
4,25015000000E+09;-7,95810381349E-01;+3,68688921756E-01
4,29264850000E+09;+3,45697076768E-01;+8,06666452453E-01
4,33514700000E+09;+8,05109387985E-01;-3,44309928228E-01
4,37764550000E+09;-3,28109620053E-01;-8,10563700709E-01
4,42014400000E+09;-8,30207504555E-01;+2,86972275848E-01
4,46264250000E+09;+2,58600765396E-01;+8,37800983134E-01
4,50514100000E+09;+8,31329711218E-01;-2,54208933634E-01
4,54763950000E+09;-2,35326857644E-01;-8,41328914597E-01
4,59013800000E+09;-8,56895670142E-01;+1,93390882661E-01
4,63263650000E+09;+1,68050214906E-01;+8,53877051746E-01
4,67513500000E+09;+8,51181083124E-01;-1,63324179212E-01
4,71763350000E+09;-1,40565049821E-01;-8,63937067303E-01
4,76013200000E+09;-8,67649663219E-01;+1,03590488791E-01
4,80263050000E+09;+8,36680231068E-02;+8,60755804066E-01
4,84512900000E+09;+8,66747188269E-01;-7,00149266823E-02
4,88762750000E+09;-4,23349983570E-02;-8,72791558974E-01
4,93012600000E+09;-8,65241111357E-01;+1,69432626674E-02
4,97262450000E+09;-1,13077751651E-03;+8,65223331695E-01
5,01512300000E+09;+8,70903988289E-01;+2,33980374996E-02
5,05762150000E+09;+4,87886570831E-02;-8,64109524888E-01
5,10012000000E+09;-8,58965078217E-01;-7,06100775336E-02
5,14261850000E+09;-9,25611238321E-02;+8,63329213414E-01
5,18511700000E+09;+8,58470246128E-01;+1,10939904881E-01
5,22761550000E+09;+1,29322497090E-01;-8,47353319260E-01
5,27011400000E+09;-8,47503757094E-01;-1,60544767532E-01
5,31261250000E+09;-1,83557630880E-01;+8,44983702306E-01
5,35511100000E+09;+8,33218245162E-01;+1,86026438077E-01
5,39760950000E+09;+2,07014357498E-01;-8,30033978345E-01
5,44010800000E+09;-8,24702662564E-01;-2,54851003174E-01
5,48260650000E+09;-2,74924278855E-01;+8,08198065610E-01
5,52510500000E+09;+8,02501253581E-01;+2,69768718938E-01
5,56760350000E+09;+2,98293410564E-01;-8,03301950948E-01
5,61010200000E+09;-7,85782887464E-01;-3,43650601223E-01
5,65260050000E+09;-3,51515611077E-01;+7,68301251699E-01
5,69509900000E+09;+7,74777116306E-01;+3,48868290103E-01
5,73759750000E+09;+3,82556255237E-01;-7,69267433578E-01
5,78009600000E+09;-7,39311631845E-01;-4,21849962058E-01
5,82259450000E+09;-4,29965654777E-01;+7,28217550880E-01
5,86509300000E+09;+7,37686081724E-01;+4,27688600957E-01
5,90759150000E+09;+4,49842831923E-01;-7,23549971491E-01
5,95009000000E+09;-6,93353460240E-01;-4,82507392037E-01
5,99258850000E+09;-4,97082198721E-01;+6,82603799784E-01
6,03508700000E+09;+6,86906688013E-01;+4,94194807617E-01
6,07758550000E+09;+5,02977258829E-01;-6,76612673607E-01
6,12008400000E+09;-6,49046822042E-01;-5,38839639402E-01
6,16258250000E+09;-5,67856494026E-01;+6,24910011249E-01
6,20508100000E+09;+6,23976294306E-01;+5,59650890544E-01
6,24757950000E+09;+5,62061203798E-01;-6,23922586468E-01
6,29007800000E+09;-5,93103040557E-01;-6,04946824627E-01
6,33257650000E+09;-6,32289194292E-01;+5,54637152965E-01
6,37507500000E+09;+5,55657309299E-01;+6,20217145998E-01
6,41757350000E+09;+6,25568653303E-01;-5,62455092227E-01
6,46007200000E+09;-5,24950132813E-01;-6,64176860123E-01
6,50257050000E+09;-6,83872019429E-01;+4,80702033347E-01
6,54506900000E+09;+4,84372344744E-01;+6,76856094252E-01
6,58756750000E+09;+6,81895990649E-01;-4,95586152739E-01
6,63006600000E+09;-4,56112067213E-01;-7,09152018906E-01
6,67256450000E+09;-7,31228431377E-01;+4,04403376013E-01
6,71506300000E+09;+4,03430669531E-01;+7,30917601736E-01
6,75756150000E+09;+7,25986961724E-01;-4,19369215717E-01
6,80006000000E+09;-3,87792620708E-01;-7,45479071283E-01
6,84255850000E+09;-7,69400974358E-01;+3,31611696720E-01
6,88505700000E+09;+3,22293159399E-01;+7,66754474455E-01
6,92755550000E+09;+7,58032952194E-01;-3,42472921094E-01
6,97005400000E+09;-3,14533719612E-01;-7,79090728001E-01
7,01255250000E+09;-7,99409132483E-01;+2,51975276797E-01
7,05505100000E+09;+2,36272432706E-01;+7,92247889504E-01
7,09754950000E+09;+7,88984759538E-01;-2,61160872990E-01
7,14004800000E+09;-2,40250196225E-01;-8,04431066322E-01
7,18254650000E+09;-8,13067301870E-01;+1,75046003340E-01
7,22504500000E+09;+1,47922044147E-01;+8,09691252552E-01
7,26754350000E+09;+8,11061267773E-01;-1,73767002555E-01
7,31004200000E+09;-1,72074771422E-01;-8,16230526807E-01
7,35254050000E+09;-8,19002686844E-01;+1,19111162104E-01
7,39503900000E+09;+7,82933207318E-02;+8,22223944960E-01
7,43753750000E+09;+8,22768671432E-01;-9,17570626909E-02
7,48003600000E+09;-9,85463751577E-02;-8,21539890938E-01
7,52253450000E+09;-8,28293916155E-01;+4,26016050551E-02
7,56503300000E+09;-1,49812099769E-02;+8,27267970493E-01
7,60753150000E+09;+8,19580179489E-01;+1,02149805983E-04
7,65003000000E+09;-2,03259761982E-02;-8,22479301772E-01
7,69252850000E+09;-8,29161122291E-01;-3,80535556089E-02
7,73502700000E+09;-1,02574814581E-01;+8,15172328914E-01
7,77752550000E+09;+8,07869050551E-01;+8,81975063033E-02
7,82002400000E+09;+6,91997572244E-02;-8,21278961980E-01
7,86252250000E+09;-8,19228450239E-01;-1,25363230997E-01
7,90502100000E+09;-1,86062324714E-01;+7,93470693500E-01
7,94751950000E+09;+7,92944318908E-01;+1,79657467136E-01
7,99001800000E+09;+1,61785860865E-01;-8,08331435139E-01
8,03251650000E+09;-7,93369354740E-01;-2,00125251920E-01
8,07501500000E+09;-2,52883824048E-01;+7,66747893653E-01
8,11751350000E+09;+7,71400889964E-01;+2,63426406881E-01
8,16001200000E+09;+2,45268129113E-01;-7,81080852103E-01
8,20251050000E+09;-7,65239610528E-01;-2,64483550031E-01
8,24500900000E+09;-3,25503758824E-01;+7,44649272085E-01
8,28750750000E+09;+7,37585390304E-01;+3,56293510331E-01
8,33000600000E+09;+3,29823727119E-01;-7,39728100695E-01
8,37250450000E+09;-7,32949805757E-01;-3,34726955067E-01
8,41500300000E+09;-4,01048098920E-01;+7,11001599935E-01
8,45750150000E+09;+6,89149763460E-01;+4,33282898977E-01
8,50000000000E+09;+3,94567942200E-01;-6,98654062507E-01
